
CV_COMP_CORREL
Name of image,cofee-s1-00186.jpg,cofee-s1-00476.jpg,cofee-s2-01724.jpg,cofee-s2-01735.jpg,cofee-s2-01796.jpg,cofee-s3-02577.jpg,cofee-s3-02626.jpg,cofee-s3-02731.jpg,cofee-s3-02879.jpg,laboratory-s1-00012.jpg,laboratory-s1-00174.jpg,laboratory-s2-00019.jpg,laboratory-s2-00077.jpg,laboratory-s2-00213.jpg,laboratory-s3-00000.jpg,laboratory-s3-00155.jpg,laboratory-s3-00278.jpg,laboratory-s3-00385.jpg,outdoor-s1-00701.jpg,outdoor-s1-00748.jpg,outdoor-s1-00799.jpg,outdoor-s1-00804.jpg,outdoor-s1-00964.jpg,outdoor-s1-00996.jpg,outdoor-s2-00001.jpg,outdoor-s2-00042.jpg,outdoor-s2-00134.jpg,outdoor-s2-00203.jpg,outdoor-s2-00282.jpg,outdoor-s2-00355.jpg,party-s1-04339.jpg,party-s1-04366.jpg,party-s1-04388.jpg,party-s1-04498.jpg,party-s1-04507.jpg,party-s1-04575.jpg,party-s1-04584.jpg,party-s1-04624.jpg,party-s2-08721.jpg,party-s2-08755.jpg,party-s2-08771.jpg,party-s2-08866.jpg,party-s2-08882.jpg
cofee-s1-00186.jpg,1.0,0.9068841322534411,0.7889875162000186,0.8722017175970217,0.7568705195768362,0.5396232044324846,0.5457204541482044,0.549544263433684,0.6279586075679398,-0.11857788609901629,-0.12459359002057661,-0.08802272203248745,-0.03532303099325198,-0.10553920847679767,-0.08044753179417062,-0.07256654715255553,-0.11055588442714757,-0.10893388693460743,0.15519688727620082,0.008428738535268007,0.10161419107640894,-0.01745740928810611,0.3187516848341812,0.3243412208233604,0.06871488419642954,0.4695050476353984,0.6666823680013868,0.5147644665388662,0.5795595079089851,0.5637935923034758,0.025810405705764008,0.0009299026845939956,-0.02129932909955767,-0.055737600807410734,-0.0678768919024147,-0.04751833802012962,-0.06463520800421166,-0.03150104353796619,0.21135797543908613,0.20428749954964967,0.20100626669549276,0.21261814760467374,0.20562021680675327
cofee-s1-00476.jpg,0.9068841322534411,1.0,0.8387007091338461,0.9452891159852717,0.8209227057965233,0.7441203240475273,0.7470561774337532,0.7506325264098751,0.795261401088137,-0.18487766237657208,-0.1986728588649029,-0.07576527352951652,-0.0759529767503523,-0.10267127682408929,-0.08005649290199354,-0.08636975445897045,-0.13806880004421582,-0.11802587911395436,0.06905565390957012,-0.09019046775115717,-0.01411463798625594,-0.15081067009938587,0.26457094870218534,0.28652434296241996,-0.11794624297035868,0.17915289429637912,0.4370722736999539,0.393290299805286,0.44323927294783266,0.35995072643366083,0.08322481995168972,0.057130779516713276,0.053008369529431554,-0.016370933980934612,-0.027634200269998143,0.00030760816051462624,-0.009746115212669056,0.01964771562008396,0.10588880426399062,0.14571866787425414,0.1311747936766632,0.14875356895939015,0.13930191254205285
cofee-s2-01724.jpg,0.7889875162000186,0.8387007091338461,1.0,0.8889888865568806,0.992861293939502,0.5473168888029969,0.6581340946772033,0.551334950801132,0.6760385232162875,-0.10227319432477908,-0.10706963480371559,-0.0597571342951533,0.043181501433442335,-0.0950314833751245,-0.006100389456414388,-0.008665200091326408,-0.09368572382207578,-0.05518995408417074,0.16367509355428844,0.07838026017108,0.158740482307835,0.018325000412337103,0.4124154260219215,0.4275990992286984,-0.07009064768249966,0.26684725145340443,0.49973246593660886,0.6726952204337789,0.7183128796469619,0.40142640440347177,0.07084774258951115,0.02560244645426648,0.024590231076244227,-0.018569262048285823,-0.032825569227142186,-0.021410869534307306,-0.04126529112676759,0.00487061464185998,0.17694397557717492,0.19915894100777112,0.1925784296240416,0.1908988786373258,0.1802878983417601
cofee-s2-01735.jpg,0.8722017175970217,0.9452891159852717,0.8889888865568806,1.0,0.8565193761183031,0.6413698194729319,0.6810379241396756,0.6576024759328659,0.7292841385916822,-0.1258513291129218,-0.12247797736806562,-0.07954977418147408,-0.004332437174091712,-0.10201329063440179,-0.013869839564557972,-0.02035621012391452,-0.10942001677435396,-0.08481576462141716,0.11879664208827481,0.04054354056499984,0.10231638481258686,-0.028644756502075753,0.3610780109916657,0.3656455850829262,-0.0482639711910648,0.27099353508537716,0.49404550979322004,0.5181313421253001,0.5615271180290747,0.4023216176970661,0.06687954263771567,0.025122805444820748,0.019530810271321437,-0.028089516110561222,-0.04187226839439476,-0.023876811540648066,-0.037707499664885985,-0.00044601911047713544,0.1783121624697996,0.20623293857127104,0.19626668132718794,0.2121517295398009,0.20725002280090357
cofee-s2-01796.jpg,0.7568705195768362,0.8209227057965233,0.992861293939502,0.8565193761183031,1.0,0.5422082443433689,0.6521731062568483,0.539116158665715,0.6724402013173517,-0.12444671083671414,-0.12911391607198935,-0.06629730544801883,0.019001601187017474,-0.1043962194485507,-0.03209913876964675,-0.03449081109818508,-0.11048562447029671,-0.073566756556945,0.14962837711207713,0.0411253821973017,0.12892916898112095,-0.008618936193173988,0.3814816042694223,0.4019433496674651,-0.09248376112024906,0.2054076144105186,0.4595427298781694,0.668949668140319,0.7118922605389585,0.364478902600766,0.05584865116557874,0.02045299524407807,0.02095415161799519,-0.03058121767125155,-0.04120702474931381,-0.031181379295053466,-0.04980102147427386,-0.00461316923809286,0.13275720337487307,0.1593146322007547,0.1524291539726327,0.1483039313369965,0.13805129030501806
cofee-s3-02577.jpg,0.5396232044324846,0.7441203240475273,0.5473168888029969,0.6413698194729319,0.5422082443433689,1.0,0.9539956827255869,0.9930987657698286,0.8926379468974722,-0.09536901762563058,-0.10626634254578565,-0.08564749311969287,-0.007867472515164032,-0.10250917184297902,0.08163878765765203,0.06340068935675845,-0.08713305275851939,-0.05316874738235683,0.003252038880656864,0.00033609567792455174,-0.014713455272691007,-0.10544087192098318,0.18582628238257595,0.17924914158476363,-0.09317279693793652,-0.03759596072311166,0.06896031765025819,0.05396588738888478,0.09039953142142404,-0.0016267075820486621,0.1795709851092858,0.0827297446336814,0.10124980439480136,0.05181544734307167,0.016416713244324144,0.061545446064846264,0.057042652957719125,0.07506034378197385,0.19868272583026786,0.32112180640668314,0.2937356715583939,0.33518287009367964,0.31600795697640655
cofee-s3-02626.jpg,0.5457204541482044,0.7470561774337532,0.6581340946772033,0.6810379241396756,0.6521731062568483,0.9539956827255869,1.0,0.9620204290293087,0.8704754859836311,-0.076853403685651,-0.08106627142525645,-0.06212590400029664,0.021184300775458367,-0.07704607610826356,0.112255350452698,0.08638644520069975,-0.06782778909278762,-0.03839053068216916,0.022926604182126515,0.02031176845474584,0.03875780175627305,-0.06726698927477404,0.20902071295386218,0.20008885047472363,-0.0897860538721188,0.019146121200617684,0.09435448600415695,0.15948991294908196,0.20450121177066244,0.0345571818558585,0.20906748251985405,0.12183256786055488,0.1372127083694738,0.0838738027659716,0.0510227342773654,0.09551305178507861,0.08958887966681513,0.10943793125537715,0.22344794172014987,0.33425778534369927,0.3057622748118434,0.3303098057745111,0.31316088536160724
cofee-s3-02731.jpg,0.549544263433684,0.7506325264098751,0.551334950801132,0.6576024759328659,0.539116158665715,0.9930987657698286,0.9620204290293087,1.0,0.8770579106751782,-0.07686738791609816,-0.07984274328864029,-0.0647349768699625,0.021471757095828894,-0.072085125052406,0.12327376279830045,0.10173961844340558,-0.06292360624872094,-0.028033940087001188,-0.0009129076173393192,0.006402024243910629,-0.014851738459201033,-0.10283309156774653,0.17808958579299022,0.17199658667766604,-0.07502005477096946,0.004145233168568931,0.08835591557941949,0.05730035057631488,0.0934124303382382,0.017519021160434668,0.21910634455502392,0.11120906160773235,0.12936627340086007,0.0942810093090884,0.05415604829455686,0.09987252745171386,0.09475648282164359,0.10990055962363726,0.23867042824987106,0.3529062537174594,0.3219892745346604,0.35960327573399004,0.34100398972673185
cofee-s3-02879.jpg,0.6279586075679398,0.795261401088137,0.6760385232162875,0.7292841385916822,0.6724402013173517,0.8926379468974722,0.8704754859836311,0.8770579106751782,1.0,-0.15376143695503966,-0.15384904493362947,-0.13039391918677987,-0.028964003195998,-0.16678575329301318,0.03500099455407456,-0.014652884201022818,-0.16199365800227106,-0.10513497647178423,0.20085245260653994,0.05643344270056844,0.17849575290005398,0.026729031361854103,0.359397195230834,0.35995379479480155,-0.1650358991088264,-0.08766329098418006,0.07730733337711237,0.14135504665713775,0.19439866741621992,0.02562352191941515,0.09028987082091922,0.02138111843761368,0.034732808835080536,-0.03763831698702187,-0.06413662065688128,-0.023431598130721466,-0.026351280772560073,-4.6583847779751644e-05,0.10491248833633206,0.20992799700274176,0.18916343036528524,0.22250846013694445,0.19290303256494434
laboratory-s1-00012.jpg,-0.11857788609901629,-0.18487766237657208,-0.10227319432477908,-0.1258513291129218,-0.12444671083671414,-0.09536901762563058,-0.076853403685651,-0.07686738791609816,-0.15376143695503966,1.0,0.9090551933580803,0.6805846262148393,0.8379780748630049,0.7533559226718579,0.8229823675975104,0.8558951853094513,0.9149185084307423,0.867671648409543,-0.089019722904742,0.5054204130307509,0.12639687671583247,0.23733062114722067,0.24006189997025723,0.20711461369600945,0.5123859569414083,0.41414295363630166,0.21408425819715932,0.3462549141049714,0.28619734099692146,0.14785244489724197,0.5267358747082858,0.5429545984671045,0.5209235031552574,0.6239428774433069,0.6141038149147481,0.5909074336916704,0.5931473818336805,0.5832777579355908,0.666274426774279,0.6750485980970288,0.6749866061789268,0.6381591272333971,0.6318255071173511
