Analysis/analysis-ori-party-s1-04388.csv
""
Files/Channels,Normal,GrayScale,Blue,Green,Red
Alin_Day1_003 00001.jpg,0.1415547364962121,-0.030862256443222023,-0.058339236812298405,-0.07962258767420333,0.41078063378988217
Alin_Day1_003 00040.jpg,0.10935226908859673,-0.050995151729432205,0.12833497982902237,-0.07266232296550595,0.3466573823939928
Alin_Day1_003 00080.jpg,0.08674454491522132,0.049467515811321625,0.16964972673852968,0.0007957311488693637,0.28526855037047216
Alin_Day1_003 00242.jpg,0.05022249906884451,-0.08906608564299716,-0.10404736559949519,-0.15456204969313359,0.7955212318954688
Alin_Day1_003 00359.jpg,0.040850941303711794,-0.07180518798967711,-0.11370060873593191,-0.12228306941490866,0.7159686907769263
Alin_Day1_003 00460.jpg,0.049079127097258354,0.07436896810058348,-0.016736156668123486,0.022135409475605067,0.7267150593073988
Alin_Day1_003 00535.jpg,0.040226186812581055,-0.03944447172212254,-0.029229064799346033,-0.04408029102432304,0.4160129716448509
Alin_Day1_003 00775.jpg,0.06169462823222451,-0.20381660804301308,-0.09697461386327982,-0.20932691873341325,-0.1156095666080467
Alin_Day1_003 01074.jpg,0.06392727528317303,-0.15112332968226436,-0.09919664462852727,-0.18490976912175328,0.608533013258639
Alin_Day1_003 01218.jpg,0.056026429684478324,-0.2119661334252226,-0.14264790459373358,-0.1950594050669277,0.5657038611374005
Alin_Day1_003 01347.jpg,0.09924052648060933,-0.07728551203017713,-0.0397889219191771,-0.005515493320289499,0.2682856416466149
Alin_Day1_003 01596.jpg,0.09015356853147868,-0.1436986348772362,-0.10463358538120517,-0.15511512151272716,0.2926938165724543
Alin_Day1_003 02162.jpg,0.07495329064390405,0.00994242787086877,0.05990171794090958,0.04423083641418026,0.0734289676888935
Alin_Day1_003 02314.jpg,0.06948787607801431,-0.20263619784462122,-0.15788861217359706,-0.20189113408008677,0.11757937609375084
Alin_Day1_003 02468.jpg,0.05550748630080068,0.05086429170073164,-0.03256592789300844,0.019782360437408993,0.06822256137625059
Alin_Day1_003 02629.jpg,0.06770479068098868,0.4103858610079368,0.6393317576848566,0.4757097143770544,-0.015319182094309427
Alin_Day1_003 02818.jpg,0.040783727769778524,-0.14221745342199252,-0.07554925109712796,-0.14707564413800717,0.22910110789551308
Alin_Day1_003 03007.jpg,0.09722638686098345,-0.0289830885865129,0.04724661469183293,-0.01820319492924773,0.09747467372501413
Alin_Day1_003 03026.jpg,0.046697792504813304,-0.2023009288798577,-0.2107914702667943,-0.20023639362064968,-0.08440180989469309
Alin_Day1_003 03275.jpg,0.03283546796269691,-0.19799400941095802,-0.1302986736187452,-0.18452490645153488,-0.1172451435690463
Alin_Day1_003 03713.jpg,0.010680332196408309,-0.0858432061960503,-0.05610577419317063,-0.06894035111375896,0.09352266427219208
Alin_Day1_003 04035.jpg,0.09775466060876171,9.676515363222832e-05,0.1322379320837308,0.023561375110385724,0.0244201304248145
Alin_Day1_003 05060.jpg,0.11899073567203484,0.11384856155245014,0.2895505588878834,0.13868764121998742,0.08696604249375851
Alin_Day1_003 05554.jpg,0.12890932815455192,-0.0708491257659369,0.06164782244573903,-0.029988028481417357,-0.15531158461376246
Alin_Day1_003 10167.jpg,0.14476338033151254,0.20808690147970182,0.29218838377769163,0.14697214936530698,0.07962349146966886
Alin_Day1_003 13137.jpg,0.05851750452473384,0.040906304966550004,0.30213096892499997,-0.004347556202207398,-0.06968963854279668
Alin_Day1_003 14802.jpg,0.1464080133637126,0.19294799206195212,0.2346393123505284,0.1339136661532297,0.1952250124798466
Alin_Day1_003 15348.jpg,0.04752345893061425,-0.20319740783343127,-0.021686822441034488,-0.21286255638237667,-0.23974900181357167
Alin_Day1_003 15411.jpg,0.17635272306522132,0.0734754598245161,0.1572164714785897,0.052769958076191475,0.10610323609768751
Alin_Day1_003 15866.jpg,0.18415624794985616,0.16704389113133936,0.29936660846024205,0.1447077848852967,0.1744997073704042
Alin_Day1_003 16123.jpg,0.13502282843033234,0.20511612673426385,0.5169492327657647,0.2675604900765621,0.043351169283078236
Alin_Day1_003 16176.jpg,0.10619084184502973,0.048545665848392344,0.3005002491153118,0.09658246790745478,-0.06531031597622969
Alin_Day1_003 16715.jpg,0.043720013191306716,-0.08173289798739937,0.12512321871218207,-0.053263014016719845,-0.13526083842212672
Alin_Day1_003 17157.jpg,0.12437858887552476,0.012356666021122554,0.2708642016153523,0.023691829390307,0.015253898897765952
Alin_Day1_003 17734.jpg,0.05275717234636263,-0.06806326944337386,-0.04870789849941429,-0.06371536161148297,0.08383236047817909
Alin_Day1_003 22033.jpg,0.04558298629264755,-0.060692341629600244,-0.04304224685141412,-0.06080882188918293,-0.07704688169515267
Alin_Day1_003 31960.jpg,0.053219331565949816,-0.05756881387734271,0.004474716219024057,-0.056634185518794206,-0.09687767643411843
cofee-s1-00186.jpg,0.21178401482910675,0.0017489307496387654,0.09566836464770007,0.00035114245655272594,-0.02139733138510454
cofee-s1-00476.jpg,0.22369179896465166,0.054198049896891,0.1259492638142057,0.04092092902286547,0.05297013786150235
cofee-s2-01724.jpg,0.2199885978999224,0.02810811194749927,0.1160665674788629,0.02184595790445677,0.024755419955597956
cofee-s2-01735.jpg,0.21839669213694668,0.02556752371138803,0.10455261921702697,0.02298731717274994,0.019703681093701183
cofee-s2-01796.jpg,0.21282496331223477,0.031214908366199598,0.12376660114500929,0.02403015060028979,0.021099635620643892
cofee-s3-02577.jpg,0.27834704789384257,0.08430241958758324,0.12278388708592063,0.07369791556865048,0.10101837530240758
cofee-s3-02626.jpg,0.27693307510996346,0.12992892487116556,0.1614052810167515,0.11950775891913049,0.1372207495489253
cofee-s3-02731.jpg,0.2780417287616497,0.10424504520947164,0.13830960226097044,0.09771542051582992,0.12917625260006127
cofee-s3-02879.jpg,0.175708677972017,0.03403791982211111,0.10901337310886168,0.02582261290445985,0.03444700414707423
laboratory-s1-00012.jpg,0.10232454030494872,0.29995912400355307,0.5053222817359562,0.23412213643303145,0.5210508128333037
laboratory-s1-00174.jpg,0.1281623245132857,0.23170305334239355,0.4224899525531207,0.24862819372634565,0.5842907030712506
laboratory-s2-00019.jpg,0.07973976824395693,0.5780262124271338,0.722917905696614,0.3589380661174828,0.8652616830224739
laboratory-s2-00077.jpg,0.16264728073030427,0.2284591307898712,0.37725108662272533,0.18049482570270867,0.552743211699546
laboratory-s2-00213.jpg,0.11016146868303202,0.609033265013505,0.7746627258460469,0.3532673170651355,0.7642271406070535
laboratory-s3-00000.jpg,0.22747010753294536,0.3270562412264454,0.4356454454389066,0.2672877920238106,0.5801242847360764
laboratory-s3-00155.jpg,0.20654138536449387,0.3171523178940481,0.40264821344089063,0.26835089393975875,0.5942274046518803
laboratory-s3-00278.jpg,0.10606376711673685,0.4858710460180419,0.6345255869595601,0.3481339914491181,0.6946711143656333
laboratory-s3-00385.jpg,0.12655453421354768,0.4001816012233357,0.5962309738657654,0.30023186774516214,0.6470711056904065
outdoor-s1-00701.jpg,0.23327571752273066,-0.12195879192708545,0.18345582188697152,-0.1468048031551458,-0.1460984131554103
outdoor-s1-00748.jpg,0.1656549828433877,-0.00940656223524807,0.11643449493313045,0.01878218118206705,-0.05304994310437974
outdoor-s1-00799.jpg,0.19392833632401416,-0.11724315485429285,0.16738883559411244,-0.12059963157796628,-0.15652456288582509
outdoor-s1-00804.jpg,0.14610282354017187,-0.13484628742458404,0.12158028657871421,-0.14857997714495727,-0.17110082028333287
outdoor-s1-00964.jpg,0.23100485275635646,0.09997759648999124,0.23074823511902962,0.1464999673301206,0.07149628916216669
outdoor-s1-00996.jpg,0.279624017193561,0.19683009177429214,0.29067515256193976,0.2792440081214,0.11864925514222986
outdoor-s2-00001.jpg,0.06882525288120228,0.12442806150917286,0.16496648158550567,0.09280411961792547,0.24099496297298803
outdoor-s2-00042.jpg,0.04797071981487955,0.0003729345998576894,0.2007241641016416,-0.007385409263250643,-0.007655984094883348
outdoor-s2-00134.jpg,0.08304683475826649,0.09045134879089176,0.349151341565822,0.0693350051263021,0.1838364658184683
outdoor-s2-00203.jpg,0.08859625398012438,0.08199775017382087,0.3684902675097363,0.07354275759687087,0.09723209391412892
outdoor-s2-00282.jpg,0.09817243365202459,0.039435759036863645,0.3022058142036982,0.027136094214084246,0.08868532293349092
outdoor-s2-00355.jpg,0.08367556964631928,0.05735750232555572,0.2898210789497498,0.0354280417743254,0.22979820671394394
party-s1-04339.jpg,0.7083865343855281,0.8010639773683587,0.8974291752712593,0.7433455096161967,0.8332810992527372
party-s1-04366.jpg,0.9110709584169939,0.9517675057259933,0.9880670174569198,0.9236832149369474,0.9790467573938214
party-s1-04388.jpg,0.9999439524054106,0.999997827442078,0.9999907797403425,0.9999947711772513,0.999996276771909
party-s1-04498.jpg,0.7110213736562847,0.8112688292857548,0.8877632654469967,0.7835572232683584,0.8349634317578963
party-s1-04507.jpg,0.8807346235294188,0.9266682237740641,0.9542110723069918,0.9151659588959797,0.9313736747459622
party-s1-04575.jpg,0.7792577641284982,0.8749553319310146,0.9429231186431773,0.7980356747612266,0.9173642586871545
party-s1-04584.jpg,0.9044757778216767,0.9450894665005221,0.9744797403764502,0.9315537458090318,0.9520749857343634
party-s1-04624.jpg,0.9306561330155291,0.9593190533452766,0.9668734641855878,0.9563486435600804,0.9593305460035668
party-s2-08721.jpg,0.38056414198954264,0.5536959951797565,0.6464068032973838,0.6059652430173195,0.4063311002833651
party-s2-08755.jpg,0.3932832463027376,0.5590603195572142,0.46485917899323387,0.6726772183695559,0.4080672224040962
