Analysis/analysis-ori-cofee-s1-00476.csv
""
Files/Channels,Normal,GrayScale,Blue,Green,Red
Alin_Day1_003 00001.jpg,0.13564521629002288,-0.06534755797115314,0.1253935390517608,-0.024755905800893385,-0.09207907690039716
Alin_Day1_003 00040.jpg,0.10810044131328876,0.06467480290863672,0.28605336817840415,0.054843067916949956,0.010781628400607505
Alin_Day1_003 00080.jpg,0.08789157539150765,-0.054330360518396244,0.11335512873951879,-0.038295093106379255,-0.09735023473939368
Alin_Day1_003 00242.jpg,0.06624548325960763,-0.04698975620807855,0.106425260817033,-0.026952627897322005,-0.05054318078882641
Alin_Day1_003 00359.jpg,0.06071395817805834,-0.08081933084946691,0.09037227945456773,-0.01891923513120461,-0.11795204455794388
Alin_Day1_003 00460.jpg,0.08422209474875016,0.16674620263894155,0.47294525809192417,0.2071138025175997,0.12063092568154948
Alin_Day1_003 00535.jpg,0.07687918255606808,0.055907444668587325,0.25327921201211356,0.13753812620499617,0.040577833160986204
Alin_Day1_003 00775.jpg,0.061716918692296514,-0.013912943857809255,0.11208316665484172,0.016701253322698725,-0.08665130845475659
Alin_Day1_003 01074.jpg,0.09938860380901772,-0.11406230670402877,0.09116504566426571,-0.08963098989937483,-0.25049158417448486
Alin_Day1_003 01218.jpg,0.08505675948279813,-0.007487434461928,0.24623287904106392,0.0018062822912436266,-0.20262688099770668
Alin_Day1_003 01347.jpg,0.1351410061868675,0.24177080698746597,0.40807005149177894,0.2093805018947883,0.0577222931795743
Alin_Day1_003 01596.jpg,0.12669488857641445,0.09938909663197937,0.43676957725872984,0.1858935383401672,-0.03874082114119819
Alin_Day1_003 02162.jpg,0.11378326121095124,0.1449845119967717,0.28202194971443734,0.12667115256521552,0.1857856211070778
Alin_Day1_003 02314.jpg,0.1007115258482015,-0.14584388157011977,-0.03375095097916963,-0.1737584268513325,-0.22857017749039107
Alin_Day1_003 02468.jpg,0.10289226636757363,0.11594034093418361,0.2637782567553273,0.09282827712701805,0.03860825110104841
Alin_Day1_003 02629.jpg,0.11431653635262704,0.2952793634607106,0.4370559126206521,0.27326911087461664,0.0021842658415612646
Alin_Day1_003 02818.jpg,0.07171409460804103,-0.07333633664420842,0.10029244094504089,-0.08118259183770794,-0.14330274751793667
Alin_Day1_003 03007.jpg,0.11734936405153493,0.06283546469609765,0.21250127751834255,0.1082093734275481,0.03186186117914838
Alin_Day1_003 03026.jpg,0.05376256526104524,-0.19857814982747013,0.016164068497902157,-0.16751133220177505,-0.30830836137362816
Alin_Day1_003 03275.jpg,0.057312290531806975,-0.02520329247477413,0.17711701362084503,0.038143641185716316,-0.1769752742193391
Alin_Day1_003 03713.jpg,0.011538592537207567,-0.030776468043716632,0.2645354612282278,0.1029014077179569,-0.16092517117768568
Alin_Day1_003 04035.jpg,0.08311410316448067,0.32812152736237404,0.4643447472337668,0.39951705069075366,0.2618970305892109
Alin_Day1_003 05060.jpg,0.15460548940270244,0.4570754115632757,0.6001990235125302,0.3380123124186011,0.3256592092932242
Alin_Day1_003 05554.jpg,0.1335512309483292,0.3440115188529602,0.45772611307994376,0.32987030522973426,0.24217310432279596
